,sign,beg,end,folder_name,talker_id,hand
119,DV(quadro-colocar),37543,38235,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,1,E
120,DV(pessoa-parado),38235,39485,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,1,E
121,DV(vidro-quebrar)+,42000,43330,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,1,E
122,DV(pessoa-saindo-correndo),43332,44237,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,1,E
123,ARRUMAR,44387,45342,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,1,E
124,DV(pessoa-indo-e-parado),45342,46379,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,1,E
125,BOIA-1,46379,46717,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,1,E
126,BOIA-2,46717,47640,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,1,E
127,BOIA-3,47642,48169,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,1,E
128,DV(o-que-foi),50494,51139,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,1,E
129,NÃO++,51139,51633,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,1,E
130,FUGIR,51633,52036,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,1,E
131,DV(pessoa-saindo-correndo),52036,52786,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,1,E
132,???,55780,56608,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,1,E
133,DÚVIDAR,56945,57438,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,1,E
134,DV(segurar-objeto),57973,58569,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,1,E
135,AMARELOU,58569,59245,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,1,E
136,ARRUMAR,59247,59573,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,1,E
137,DV(limpar),59573,60397,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,1,E
138,DV(pessoa-ir-andando),60397,61243,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,1,E
139,DV(andando-uma-volta-aqui),61243,62197,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,1,E
140,PAGAR,62197,62623,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,1,E
141,DV(pessoa-indo-pra-ai),62623,62945,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,1,E
142,DV(pessoa-encontrou-outra-pessoa),62945,63890,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,1,E
143,DV(pessoa-fica),63890,64045,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,1,E
144,DV(pessoa-parado),64045,66665,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,1,E
145,DV(pessoa-parado),66667,68864,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,1,E
146,DV(pessoa-encontrar),68864,69274,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,1,E
147,DV(pessoa-saindo-correndo-devagar),69274,70189,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,1,E
148,DV(encontrar-pessoa-atrás-costa),70189,70913,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,1,E
149,E(possitivo),5000,5300,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,2,D
150,MAIS,5300,5810,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,2,D
151,NADA,5810,6170,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,2,D
152,E(possitivo),6170,6870,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,2,D
153,CONTINUAR,7535,8190,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,2,D
154,INCORPORAR,8190,9160,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,2,D
155,E(então),9160,9560,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,2,D
156,E(positivo),71205,71880,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,2,D
157,FIM,71880,72620,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,2,D
158,NADA,5810,6170,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,2,E
159,INCORPORAR,8190,9160,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,2,E
160,E(então),9160,9560,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,2,E
161,E(positivo),71205,71880,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,2,E
162,FIM,71880,72620,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1004/v0.mp4,2,E
163,CONSEGUIR+,6970,7970,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
164,NÃO,7970,8710,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
165,E(positivo),8710,9290,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
166,E(então),11350,11870,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
167,HOMEM,11870,12600,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
168,SINAL(chaplin),12600,15190,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
169,CL,15286,15867,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
170,TUDO,15867,16270,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
171,NÃO,16270,16596,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
172,NATURAL,16999,17502,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
173,NORMAL,17502,18292,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
174,E(positivo),18414,19060,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
175,IX(ele),19060,19372,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
176,SINAL(chaplin),19372,22245,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
177,SENTAR,22253,22982,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
178,CASA,22982,23441,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
179,DENTRO,23441,24159,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
180,HOMEM,24159,24685,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
181,TAMANHO-PEQUENO,24685,25183,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
182,E(silêncio),25183,25472,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
183,COMBINAR,25472,26287,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
184,IX(ele),26287,26673,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
185,FS(vai),26673,27131,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
186,ADIANTE,27131,27659,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
187,FAZER,27659,27972,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
188,O-QUE,27972,28110,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
189,IX(ele),28110,28471,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
190,DV(ir-caminhar),28471,29201,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
191,HOMEM,29201,29702,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
192,E(positivo),29702,30134,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
193,COMBINAR,30134,30512,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
194,E(positivo),30512,30946,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
195,IR[?],30946,31457,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
196,E(positivo),31457,31772,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
197,IR[?],31772,31957,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
198,IX(eu),31957,32375,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
199,ORGANIZAR,32375,32830,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
200,VAI[?],32830,33164,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
201,OUTRO[?]//,33164,33494,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
202,HOMEM,33494,33812,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
203,FUNGIR,33812,34372,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
204,CAMINHAR//,34381,34898,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
205,ORGANIZAR,34899,35451,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
206,DV(colocar-mochila),35451,36702,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
207,RECURSO,36702,37278,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
208,VELUDO[?},37278,38977,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
209,DV(mochila-pasta-caminhar-embora),38977,42681,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
210,RUA,42681,43583,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
211,HOMEM,43583,44660,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
212,ANDAR,44660,46330,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
213,PEDRA,46330,47059,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
214,DV(pegar-pedra),47059,48846,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
215,VER,48846,49778,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
216,UMA,49778,49889,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
217,CASA,49889,50186,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
218,IX(ele),50186,50821,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
219,DV(silêncio-ir-atirar-pedra-janela-vidro-quebrar),50821,56389,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
220,HOMEM,56389,57507,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
221,DV(correr-fungir),57507,59465,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
222,IR-EMBORA,59465,60262,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
223,IX(ela),60262,60525,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
224,MULHER,60525,60711,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
225,DV(mulher-caminhar-deboche),60711,62219,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
226,MULHER,62219,62584,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
227,GORDA,62584,62957,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
228,DV(gorda-vestido-ver-quebrou),62957,65846,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
229,BRABA,65846,66482,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
230,VER//,66482,67092,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
231,VIR,67092,67762,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
232,DV(chaplin),67762,68168,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
233,E(igual),68168,68766,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
234,DISFARÇAR,68766,69421,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
235,DV(caminhar),69421,70554,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
236,IX(eu),70554,71317,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
237,PRECISAR,71317,71833,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
238,XXX,71833,72488,/run/media/lucas/04B40D7AB40D700A/Users/lucas/Documents/Projects/LibrasDB/db/Alagoas/Inventário de Libras Maceió/Inventário Nacional de Libras - Surdos de Referência v1007/v0.mp4,1,D
